,JNAME,P0,DECJ,Flux,W50
1918,J1847-0443,0.3408321304412069,-04:43:36.2,0.39871338240238097,9.0
1919,J1847-0605,0.778164353309802,-06:05:14.1,1.9935669120119048,13.1
1920,J1848-0023,0.5376237325510022,-00:23:17,1.4951751840089285,17.7
1921,J1848-0055,0.2745566847242013,-00:55:53,0.4734721416028274,27.9
1922,J1848-0123,0.6594320505300005,-01:23:58.33,30.0,9.1
1923,J1848+0351,0.191442663494,+03:51:35.7,0.16446927024098215,10.3
1924,J1848-0511,1.637129007185206,-05:11:38,0.9967834560059524,99.0
1925,J1848-0601,0.2250044754040421,-06:01:07.7,0.5980700736035715,9.0
1926,J1848+0604,2.21860264699,+06:04:46.8,0.8721855240052083,46.0
1927,J1848+0647,0.5059567391,06:47:31.7,0.4236329688025298,13.0
1928,J1848+0826,0.32866472679,+08:26:35.9,0.27411545040163693,19.0
1929,J1848-1150,1.3122184380054083,-11:50:09.2,0.523311314403125,31.0
1930,J1848+12,0.75473,+12:50,NaN,107.0
1931,J1848-1243,0.4143833544,-12:43:30,NaN,9.0
1932,J1848-1414,0.29776954730684724,-14:14:17.3849,1.4951751840089285,11.7
1933,J1848+1516,NaN,+15:16:00,Nan,NaN
1934,J1848-1952,4.308189598568733,-19:52:30.8815,NaN,65.0
1935,J1849-0001,0.038518943432,-00:01:17.6,NaN,NaN
1936,J1849-0040,0.6724806071706894,-00:40:20,0.4983917280029762,64.59
1937,J1849+0127,0.5421554813451567,+01:27:23,1.1463009744068453,17.0
1938,J1849-0317,0.668407828782389,-03:17:31,1.7443710480104166,23.2
1939,J1849+0409,0.761194081654673,+04:09:42.3,0.7774910956846429,9.0
1940,J1849-0614,0.9533841881748211,-06:14:31.5,1.4702555976087797,14.0
1941,J1849-0636,1.451319471078245,-06:37:06.9048,4.9,3.7
1942,J1849+2423,0.27564149867101,+24:23:45.976,NaN,14.4
1943,J1849+2559,NaN,+25:59:00,Nan,NaN
1944,J1850-0006,2.191497968,-00:06:26.1,1.9935669120119048,139.0
1945,J1850-0026,0.1666339242514,-00:26:11.6,4.410766792826339,13.0
1946,J1850+0026,1.08184378189115,+00:26:25.6,3.7379379600223217,12.6
1947,J1850-0031,0.7341848597787617,-00:31:09,0.5731504872034227,32.0
1948,J1850+0124,0.003559763768043265,+01:24:34.61,0.4983917280029762,NaN
1949,J1850+0242,0.004479864047101479,+02:42:57.44,NaN,0.97
1950,J1850+0423,0.290716217162,+04:23:09.2,0.4958997693629613,24.7
1951,J1850+1335,0.3455818980724517,+13:35:58.3967,1.9935669120119048,4.7
1952,J1850+15,1.383965,+15:32,NaN,NaN
1953,J1851-0029,0.518721435025,-00:29:58.1,1.0964618016065477,13.0
1954,J1851-0053,1.4090652412779419,-00:53:07.3,1.9935669120119048,15.3
1955,J1851-0114,0.9531816851831211,-01:14:13.4,0.6977484192041667,22.0
1956,J1851+0118,0.9069768606870133,+01:18:59,0.2491958640014881,24.0
1957,J1851+0233,0.344018308374,+02:33:46.4,0.19935669120119048,13.5
1958,J1851-0241,0.4351938518544374,-02:41:31,0.4983917280029762,35.0
1959,J1851+0418,0.2846974724976681,+04:18:12.0149,1.6446927024098215,71.0
1960,J1851+1259,1.20530328456216,+12:59:35.2883,1.8689689800111609,11.0
1961,J1852+0008,0.46789411307481127,+00:08:09.6,0.7725071784046131,16.0
1962,J1852+0013,0.9577509450477341,+00:13:57.1,0.7475875920044642,19.0
1963,J1852+0031,2.180195177536572,+00:32:01.9889,12.708989064075892,274.9
1964,J1852+0033,11.55871346,+00:33:20.9,NaN,NaN
1965,J1852+0040,0.104912611147,+00:40:19.8,NaN,NaN
1966,J1852-0118,0.4514728526512446,-01:18:14.8,0.8721855240052083,24.0
1967,J1852-0127,0.42897892562296086,-01:27:23.4,1.4453360112086309,18.0
1968,J1852+0305,1.3261485670028605,+03:05:05,1.9935669120119048,15.6
1969,J1852-0635,0.524156765367366,-06:36:01.8,11.0,64.6
1970,J1852-2610,0.33633713161997586,-26:10:12.6998,3.4887420960208333,8.2
1971,J1853-0004,0.10143574619814034,-00:04:32.3,1.7443710480104166,1.69
1972,J1853+0011,0.3978818936327904,+00:11:29.7,0.4983917280029762,10.5
1973,J1853+0056,0.2755775995829073,+00:56:59,0.523311314403125,8.5
1974,J1853+03,0.58553,+03:00,NaN,NaN
1975,J1853+04,1.32065,+04:00:00,NaN,2.0
1976,J1853+0505,0.905137354251592,+05:05:26.1,2.7411545040163694,100.0
1977,J1853+0545,0.12640033324309044,+05:45:55.26,6.728288328040179,6.8
1978,J1853-0649,1.048132105087,-06:49:25.9,NaN,16.0
1979,J1853+0853,3.914657915728037,+08:53:17,0.27411545040163693,50.0
1980,J1853+1303,0.004091797383378764,+13:03:44.0539,0.9967834560059524,0.59
1981,J1854+00,0.76733,+00:00,NaN,NaN
1982,J1854+0306,4.5578200962,+03:06:14,NaN,15.8
1983,J1854+0317,1.3664496471,03:17:31,0.2990350368017857,109.3
1984,J1854+0319,0.628540823296,+03:19:12.8,0.4236329688025298,10.4
1985,J1854+1050,0.5731969890775048,+10:46:42.1308,2.5667173992153276,43.0
1986,J1854-1421,1.1465948471179677,-14:21:26.4217,4.0,6.6
1987,J1854-1557,3.4531211813,-15:57:47,NaN,65.0
1988,J1855+0205,0.2468167699732,+02:05:36.4,0.48094801752287203,7.6
1989,J1855+0306,1.6335651793,+03:06:22,0.14951751840089286,35.9
1990,J1855+0307,0.8453475746096066,+03:07:20.2,2.4171998808144344,12.0
1991,J1855+0422,1.6781063295134198,+04:22:47,1.1213813880066965,42.7
1992,J1855+0527,1.39348448168,+05:27:40.7,0.5980700736035715,3.0
1993,J1855+0700,0.25868464807051533,+07:00:37.1,0.2491958640014881,5.4
1994,J1855-0941,0.34540115992,-09:41:02,2.242762776013393,22.9
1995,J1855-1436,0.003594091653371,-14:36:08.98,NaN,NaN
1996,J1856+0102,0.6202171151349284,+01:02:10.6,0.9469442832056548,16.8
1997,J1856+0113,0.26743960987248194,+01:13:21.2765,0.4734721416028274,3.8
1998,J1856+0245,0.08090668906,+02:45:47,1.4453360112086309,14.6
1999,J1856+0404,0.4202521551804407,+04:04:26,1.196140147207143,6.6
2000,J1856-0526,0.37048341742864865,-05:26:56.8,0.9967834560059524,28.0
2001,J1856+09,2.17071,+09:00:00,NaN,4.0
2002,J1856-3754,7.055202873998977,-37:54:35.8,NaN,NaN
2003,J1857+0057,0.3569289980219591,+00:57:16.7769,2.2926019488136906,22.0
2004,J1857+0143,0.13976006451543274,+01:43:47.0,1.8440493936110118,15.7
2005,J1857+0210,0.6309830583311418,+02:10:58,0.7475875920044642,16.0
2006,J1857+0212,0.41582305526331814,+02:12:41.1161,6.2,18.0
2007,J1857+0300,0.77267804332,+03:00:26.0,0.12459793200074405,14.0
2008,J1857+0526,0.349951177522,+05:26:28.7,1.6446927024098215,9.7
2009,J1857+0809,0.5029238705164849,+08:09:04.3,0.3488742096020834,12.0
2010,J1857+0943,0.005362100466126026,+09:43:17.1992,12.708989064075892,0.518
2011,J1857-1027,3.6872190477,-10:27:01,NaN,150.0
2012,J1858+02,0.19765,+02:00,NaN,NaN
2013,J1858+0215,0.7458280319789807,+02:15:38,0.5482309008032739,32.5
2014,J1858+0241,4.6932329333315375,+02:41:38,0.2491958640014881,80.0
2015,J1858+0319,0.86744387855,+03:19:21.5,0.14951751840089286,10.6
2016,J1858+0346,0.25684379795,+03:46:37.8,0.4734721416028274,36.7
2017,J1858-0736,0.551058591,-07:37,0.7475875920044642,NaN
2018,J1858-2216,0.002384012901237,-22:16:56.4,NaN,NaN
2019,J1859+00,0.559634,+00:35,11.961401472071428,54.0
2020,J1859+0601,1.0443127017854041,+06:01:46.1,0.7475875920044642,24.32
2021,J1859+0603,0.508561079708,+06:03:54.5,0.39871338240238097,13.8
2022,J1859+07,NaN,+07:00:00,NaN,4.5
2023,J1859+1526,0.933971582308,+15:26:11.0,NaN,11.0
2024,J1900-0051,0.38519409486189965,-00:51:08.4,1.1213813880066965,5.6
2025,J1900-0134,1.8323313839,-01:34:38,NaN,NaN
2026,J1900+0227,0.37426157515586045,+02:27:32.0,0.8223463512049107,17.3
2027,J1900+0308,0.00490923901641845,+03:08:24.079,0.2491958640014881,NaN
2028,J1900+0438,0.312314406456,+04:38:46.8,0.2990350368017857,26.0
2029,J1900+0634,0.38986910117839835,+06:34:20.9,0.5980700736035715,11.1
2030,J1900-0933,1.423889144409,-09:33:48.1,0.9967834560059524,51.0
2031,J1900-2600,0.6122092044382964,-26:00:43.8,38.0,22.5
2032,J1900+30,0.602227,+30:53,NaN,NaN
2033,J1900-7951,1.2791931935,-79:51:48.2,NaN,30.0
2034,J1901+00,0.777662,+00:26,0.8721855240052083,22.0
2035,J1901+0124,0.31881725933498317,+01:24:49.3,0.7475875920044642,8.255
2036,J1901+0156,0.28821915934414544,+01:56:38.2197,0.9469442832056548,6.1
2037,J1901+0234,0.88524028123,+02:34:51.4,0.3488742096020834,20.4
2038,J1901+0254,1.2996934494707475,+02:54:41,1.4453360112086309,70.0
2039,J1901+0300,0.007796776259722284,+03:00:23.324,0.28159132632168155,NaN
2040,J1901-0312,0.3557251865693686,-03:12:29.5,0.5731504872034227,7.9
2041,J1901-0315,0.8016930968827072,-03:15:14.3,0.22427627760133928,10.0
2042,J1901+0320,0.6365844782166424,+03:20:18,2.217843189613244,47.2
2043,J1901+0331,0.6554502394904106,+03:31:05.97,26.0,6.2
2044,J1901+0355,0.5547564648285169,+03:55:58.9,0.3737937960022321,12.0
2045,J1901+0413,2.663079683044812,+04:13:51,2.990350368017857,91.0
2046,J1901+0435,0.6905763580787282,+04:35:23,10.575872468223155,315.0
2047,J1901+0459,0.87704381015,+04:59:06.8,0.2990350368017857,28.0
2048,J1901+0510,0.6147566940826142,+05:10:34,1.6446927024098215,56.86
2049,J1901+0511,4.6003689902,+05:11:00.2,0.12459793200074405,23.5
2050,J1901+0621,0.8320019489218338,+06:21:19,1.171220560806994,43.0
2051,J1901+0716,0.6439986635060188,+07:16:34.8085,2.242762776013393,11.0
2052,J1901-0906,1.7819277623429401,-09:06:11.146,7.0,10.0
2053,J1901+11,0.40914,+11:00:00,NaN,2.2
2054,J1901+1306,1.830857453,+13:06:48.3,NaN,35.0
2055,J1901-1740,1.95685759005,-17:40:00,0.7475875920044642,59.3
2056,J1902+02,0.41532,+02:00,NaN,NaN
2057,J1902+0248,1.2237774535891253,+02:48:56,0.4236329688025298,35.4033
2058,J1902-0340,1.5246721059905737,-03:40:18,0.5482309008032739,25.0
2059,J1902+0556,0.7465773564335665,+05:56:25.9227,2.990350368017857,11.0
2060,J1902+0615,0.6735033169298381,+06:16:33.41,3.9871338240238097,3.4
2061,J1902+0723,0.4878126283,+07:23:51,0.4236329688025298,29.0
2062,J1902-1036,0.786813538431,-10:36:13.0,0.3239546232019345,11.8
2063,J1902-5105,0.001742399949905645,-51:05:56.9695,2.990350368017857,NaN
2064,J1903+0135,0.7293069607464464,+01:35:38.53,19.0,4.4
2065,J1903-0258,0.3014587740785948,-02:58:15.6,0.3488742096020834,7.0
2066,J1903+0327,0.0021499123643492113,+03:27:19.20911,3.2395462320193453,NaN
2067,J1903+0415,1.15139,+04:15,NaN,NaN
2068,J1903+0601,0.37411702825133636,+06:01:34.0,0.647909246403869,12.0
2069,J1903-0632,0.43188708466061554,-06:32:21.9385,5.5,6.4
2070,J1903+0654,0.79123225301,+06:54:39.4,0.27411545040163693,56.2
2071,J1903-0848,0.88732464056,-08:48:57.4,NaN,12.3
2072,J1903+0925,0.3571548202604058,+09:25:55,0.4983917280029762,89.0
2073,J1903+2225,0.65118538418,+22:25:12.3,NaN,10.0
2074,J1903-7051,0.003597898018891121,-70:51:43.461,1.4951751840089285,NaN
2075,J1904+0004,0.13952466658865756,+00:04:05.29,7.226680056043155,7.1
2076,J1904-0150,0.37938716196652666,-01:50:32.5,0.22427627760133928,5.0
2077,J1904+0412,0.0710948973807,+04:12:05.9,0.5731504872034227,2.5
2078,J1904+0451,0.006092367929629891,+04:51:54.953,0.2915591608817411,NaN
2079,J1904+0738,0.2089583321216,+07:38:51.69,0.5731504872034227,2.9
2080,J1904+0800,0.26334472587,+08:00:52.6,0.8971051104053571,9.2
2081,J1904+1011,1.8565697165,+10:11:34.6,1.4453360112086309,28.0
2082,J1904-1224,0.7508081223803229,-12:24:01.315,0.7475875920044642,5.8
2083,J1904-1629,1.541412044233,-16:29:19,0.4236329688025298,12.4
2084,J1905-0056,0.6431812595583022,-00:56:40.9526,1.7443710480104166,3.2
2085,J1905+0154A,0.00319294082,+01:54:33,0.05731504872034226,0.51
2086,J1905+0400,0.0037844047882355774,04:00:10.8830,0.12459793200074405,0.59
2087,J1905+0414,NaN,+04:14,NaN,3.3
2088,J1905+0600,0.441209731966378,+06:00:59.9,1.04662262880625,13.0
2089,J1905+0616,0.989706023196,+06:16:16.7,1.2708989064075893,21.0
2090,J1905+0709,0.6480400542978437,+07:09:19.3667,4.734721416028274,32.2
2091,J1905+0902,0.2182529126846,+09:02:32.49,0.24171998808144346,3.9
2092,J1906+0055,0.0027895524236884,+00:55:07.886,0.2491958640014881,NaN
2093,J1906+0414,1.0433616286550669,+04:14:29.44,0.5731504872034227,20.0
2094,J1906+0454,NaN,+04:54:00,Nan,NaN
2095,J1906+0509,0.39758968304,+05:09:35.6,0.1744371048010417,21.2
2096,J1906+0641,0.26727500825911665,+06:41:02.9027,6.977484192041667,16.7
2097,J1906+0649,1.2865643795569428,+06:49:48.1,0.7475875920044642,37.0
2098,J1906+0722,0.11152413649784379,+07:22:55.8,NaN,NaN
2099,J1906+0725,1.53651,+07:25,0.12459793200074405,NaN
2100,J1906+0746,0.1440731553806599,+07:46:25.9,1.3705772520081847,0.6
2101,J1906+0912,0.7753445899477702,+09:12:56.6,0.7974267648047619,16.7
2102,J1906+1854,1.01909277135,+18:54:08.5,NaN,64.0
2103,J1907+0249,0.35187943982210884,+02:49:41,1.1463009744068453,21.7
2104,J1907+0255,0.61876063644,+02:55:02.7,0.3488742096020834,30.8
2105,J1907+0345,0.24015326320797312,+03:45:10.6,0.4236329688025298,6.3
2106,J1907+05,0.16868,+05:00,NaN,NaN
2107,J1907+0534,1.1384027131616523,+05:34:53,0.8971051104053571,8.9
2108,J1907+0602,0.10663274626573079,+06:02:16.9,0.008472659376050596,NaN
2109,J1907+0631,0.32364802449,+06:31:18.9,0.6229896600037202,14.8
2110,J1907+0731,0.36367633000534466,+07:31:21.9,0.8721855240052083,11.0
2111,J1907+0740,0.5746979519543912,+07:40:22.6,1.021703042406101,13.2
2112,J1907+0859,1.52704227084,+08:59:43.8,0.1744371048010417,35.6
2113,J1907+0918,0.2261071099878,+09:18:30.76,0.4983917280029762,1.6
2114,J1907+0919,5.198346,09:19:20.1,NaN,NaN
2115,J1907+1149,1.4201603414272963,+11:49:37.1,0.38874554784232146,15.0
2116,J1907+1247,0.82709737059,+12:47:35.9,NaN,20.0
2117,J1907-1532,0.63223532885,-15:32:14.9,NaN,NaN
2118,J1908+0457,0.8467928462,+04:57:41,2.3175215352138396,42.0
2119,J1908+0500,0.29102078676,+05:00:54.45,1.968647325611756,3.9
2120,J1908+0734,0.212352673319,+07:34:14.36,1.345657665608036,2.8
2121,J1908+0833,0.512110722994,+08:33:31.5,0.4983917280029762,14.6
2122,J1908+0839,0.18539724391922635,+08:39:59.2,1.2210597336072917,5.1
2123,J1908+0909,0.3365546517624325,+09:09:12.4,0.5482309008032739,6.9
2124,J1908+0916,0.83026988471,+09:16:14,0.5731504872034227,26.0
2125,J1908+2351,0.377578026,23:51:41.9,NaN,6.0
2126,J1909+0007,1.0169483619839526,+00:07:57.7749,3.2,2.7
2127,J1909+0254,0.9898312072104777,+02:54:50.6761,4.2,3.4
2128,J1909+0616,0.7559927608522158,+06:16:51.8,0.8223463512049107,32.5
2129,J1909+0641,0.741761952452,+06:41:25.8,0.27909936768166665,7.9
2130,J1909+0749,0.23716129322,+07:49:32,0.5631826526433631,5.2
2131,J1909+0912,0.22294927331819325,+09:12:53.7,0.9967834560059524,10.5
2132,J1909+1102,0.2836413311242079,+11:02:03.3509,10.0,5.0
2133,J1909+1148,0.448945466859,+11:48:59.86,0.22427627760133928,4.6
2134,J1909+1450,0.9961077952,+14:50:58,NaN,36.0
2135,J1909+1859,0.54245109601,+18:59:10.74,NaN,11.0
2136,J1909+21,0.00256,+21:03,NaN,NaN
2137,J1909-3744,0.0029471080691607166,-37:44:14.46674,3.2,7.0
2138,J1910-0112,1.3606029279810914,-01:12:06,0.1744371048010417,50.0
2139,J1910+0225,0.33785484526926585,+02:25:23.6,1.4951751840089285,16.4
2140,J1910-0309,0.5046060554148478,-03:09:53.8,5.1,5.0
2141,J1910+0358,2.3302628205210025,+03:58:28.029,3.7379379600223217,265.0
2142,J1910+0517,0.3080479466202108,+5:17:56.1,1.2459793200074405,13.0
2143,J1910+0534,0.45286735392734545,+05:34:09,1.021703042406101,25.8
2144,J1910+0714,2.7124228384,+07:14:11.8,0.8971051104053571,22.0
2145,J1910+0728,0.32541532197449324,+07:28:37.09,2.1680040168129464,15.0
2146,J1910+1027,0.53147,+10:27,0.14951751840089286,NaN
2147,J1910+1231,1.4417415926120616,+12:31:40.1882,0.6977484192041667,18.0
2148,J1910+1256,0.00498358394234695,+12:56:25.4633,1.2459793200074405,14.0
2149,J1910-5959A,0.00326618657079054,-59:58:26.9029,0.523311314403125,0.4
2150,J1910-5959B,0.008357798500844,-59:59:00.861,0.12459793200074405,0.6
2151,J1910-5959C,0.0052773269323093,-60:00:59.700,0.5980700736035715,1.3
2152,J1910-5959D,0.009035285247765,-59:59:05.479,0.12459793200074405,0.7
2153,J1910-5959E,0.00457176593975,-59:59:02.087,0.1744371048010417,0.6
2154,J1911+00,6.94,+00:37,NaN,5.0
2155,J1911+0101A,0.003618524251059,+01:02:09.741,NaN,NaN
2156,J1911+0101B,0.005384325706188,+01:01:50.44,NaN,NaN
2157,J1911+09,0.27371,+09:00,NaN,NaN
2158,J1911+10,0.19089,+10:00,NaN,NaN
2159,J1911-1114,0.003625745633114,-11:14:22.481,1.2459793200074405,0.18
2160,J1911+1347,0.004625962470879693,+13:47:34.3629,0.19935669120119048,0.15
2161,J1911+1758,0.46040581878,+17:58:45.79,NaN,9.0
2162,J1912+1036,0.409349485862,+10:36:41.6,0.5482309008032739,15.0
2163,J1912+2104,2.232969028273125,+21:04:33.926,1.9935669120119048,9.9
2164,J1912+2525,0.62197624506,+25:25:02.12,NaN,9.0
2165,J1913-0440,0.8259358030956224,-04:40:47.68,21.0,3.8
2166,J1913+0446,1.61612987171,+04:46:06,1.196140147207143,16.0
2167,J1913+0618,NaN,+06:18:00,Nan,NaN
2168,J1913+0657,1.25718110369,+06:57:24.3,0.12459793200074405,19.4
2169,J1913+0832,0.13440900357458888,+08:32:05.1,2.242762776013393,77.1
2170,J1913+0904,0.16324578577507298,+09:04:45.4,0.9967834560059524,3.0
2171,J1913+0936,1.24196459936,+09:36:41.8,0.3488742096020834,18.0
2172,J1913+1000,0.8371481964918737,+10:00:02.4,1.3207380792078869,32.0
2173,J1913+1011,0.035908612798265856,+10:11:22.97,2.242762776013393,1.62
2174,J1913+1050,0.190067107649,+10:50:26.6,0.14951751840089286,4.5
2175,J1913+1102,0.027285006852514598,+11:02:05.741,0.04983917280029762,NaN
2176,J1913+1103,0.92391,+11:03,0.22427627760133928,NaN
2177,J1913+1145,0.3060686449663653,+11:45:33.1,1.071542215206399,14.4
2178,J1913+1330,0.9233913866506538,+13:30:32.78,NaN,2.0
2179,J1913+1400,0.5214727140816718,+14:00:52.559,2.990350368017857,6.2
2180,J1914+0219,0.45752657350699705,+02:19:47.8,3.9871338240238097,16.0
2181,J1914+0631,0.693811205741845,+06:31:56.3,0.647909246403869,12.6
2182,J1914+0659,0.01851182255144,+07:01:11.00,0.8223463512049107,NaN
2183,J1914+08,0.440048,+08:45,NaN,NaN
2184,J1914+1122,0.60099749634,+11:22:03.7,1.3705772520081847,25.0
2185,J1915+0227,0.31730623323192303,+02:27:47.77,0.9967834560059524,7.0
2186,J1915+0738,1.54270444942,+07:38:31.4,0.8472659376050596,11.0
2187,J1915+0752,2.05831378861,+07:52:09.2,0.523311314403125,24.0
2188,J1915+0838,0.34277679653231347,+08:38:59.7,0.7226680056043154,14.0
2189,J1915+1009,0.40455176743998844,+10:09:43.37,3.7,4.9
2190,J1915-11,2.177,-11:30,NaN,NaN
2191,J1915+1144,0.17365,+11:44,0.19935669120119048,NaN
2192,J1915+1149,0.10004,+11:49,NaN,NaN
2193,J1915+1410,0.29749412166955125,+14:10:51.5,0.3339224577619941,15.0
2194,J1915+1606,0.05903000321781323,+16:06:27.3868,2.242762776013393,7.4
2195,J1915+1647,1.6162314951259928,+16:47:08.4803,NaN,35.9
2196,J1916+0748,0.54175211381,+07:48:00,6.977484192041667,80.0
2197,J1916+0844,0.4399952720672356,+08:44:07.0,1.0964618016065477,8.3
2198,J1916+0852,2.18274598952782,+08:52:36,0.3239546232019345,48.0
2199,J1916+0951,0.27025443956449635,+09:51:25.9827,5.9,12.9
2200,J1916+1023,1.6183389208453556,+10:23:03,0.8971051104053571,72.0
2201,J1916+1030,0.62896972129,+10:30:53.4,0.5482309008032739,20.0
2202,J1916+1225,0.227387488792,+12:25:53.94,0.23424411216139882,1.7
2203,J1916+1312,0.28184240740449334,+13:12:50.0221,5.3,7.2
2204,J1916-2939,1.24861696429,-29:39:27.8,NaN,NaN
2205,J1916+32,1.1374,+32:24,NaN,23.0
2206,J1917+0834,2.129665364024,+08:34:54.63,0.7725071784046131,68.0
2207,J1917+1353,0.1946309827982991,+13:53:57.077,16.94531875210119,3.8
2208,J1917+1737,0.33472522676,+17:37:31.6,0.11712205608069941,5.9
2209,J1917+2224,0.4258972542250378,+22:22:48.7641,0.8971051104053571,NaN
2210,J1918-0642,0.007645872769642047,-06:42:34.8956,1.4453360112086309,0.74
2211,J1918-1052,0.798692542358,-10:52:46.38,NaN,12.0
2212,J1918+1310,0.85674,+13:10,NaN,NaN
2213,J1918+1444,1.1810232972981713,+14:45:06.0066,2.491958640014881,28.0
2214,J1918+1541,0.37088299877,+15:41:15.2,NaN,6.0
2215,J1919+0021,1.2722603747058854,+00:21:39.722,4.1,4.8
2216,J1919+0134,1.60398355528,+01:34:56.5,5.23311314403125,40.5
2217,J1919+1314,0.571399860595,+13:14:37.3,0.5581987353633333,11.5
2218,J1919+1645,0.562789986697,+16:45:22.72,0.39871338240238097,14.5
2219,J1919+1745,2.081343459724,+17:45:03.79,0.4734721416028274,62.4
2220,J1920-0950,1.037824001161,-09:50:01.0,0.4983917280029762,39.2
2221,J1920+1040,2.215801738886563,+10:40:31,1.420416424808482,45.0
2222,J1920+1110,0.5098858204508795,+11:10:59,0.9718638696058036,10.2
2223,J1920+2650,0.7855218495267271,+26:50:38.4067,NaN,13.9
2224,J1921+0137,0.00249637181443,+01:37:25.539,NaN,NaN
2225,J1921-05,2.22759,-05:23:08,NaN,NaN
2226,J1921+0812,0.21064841210281343,+08:12:51.86,1.6446927024098215,2.0
2227,J1921+1419,0.6181825908316038,+14:19:17.0788,1.6945318752101193,22.0
2228,J1921+1544,0.1435756814094,+15:44:17.46,0.5258032730431399,6.3
2229,J1921+16,0.93643,+16:00,NaN,NaN
2230,J1921+1929,NaN,+19:29:00,Nan,NaN
2231,J1921+1948,0.8210350805732228,+19:48:44.6709,4.236329688025298,40.3
2232,J1921+2003,0.76068138902,+20:03:20.8,NaN,11.0
2233,J1921+2153,1.3373021601894548,21:53:02.25,46.84882243227977,33.8
2234,J1922+1131,0.56207429041,+11:31:58.5,0.3239546232019345,23.0
2235,J1922+1733,0.2361708772317,+17:33:23.47,2.8831961464972173,9.4
2236,J1922+2018,1.1727634020200903,+20:17:57.3243,NaN,69.1
2237,J1922+2110,1.0779243429815786,+21:10:41.9707,3.4887420960208333,14.8
2238,J1923+1706,0.547209201831,+17:06:09.4,1.0167191251260714,19.0
2239,J1923+2515,0.003788155520654959,+25:15:40.597,0.5482309008032739,0.54
2240,J1924+1628,0.37509,+16:28,0.22427627760133928,NaN
2241,J1924+1631,2.9351864592,+16:31:48.8,0.21430844304127974,27.2
2242,J1924+1639,0.1580429177826,+16:39:40.756,0.5158354384830803,7.2
2243,J1924+17,0.75843,+17:00,NaN,NaN
2244,J1924+2040,0.237790138,+20:40:03,NaN,16.0
2245,J1925-16,3.8858,-16:01:00,NaN,10.0
2246,J1925+1720,0.0756589884532,+17:20:27.31,0.1744371048010417,2.2
2247,J1925+19,1.916353,+19:04,NaN,NaN
2248,J1926+0431,1.0740781735974274,+04:31:31.6521,3.5,5.2
2249,J1926-0652,1.608816291,-06:52:43.0,2.242762776013393,201.1
2250,J1926+0737,0.318062050971,07:37:07.2,0.27411545040163693,25.4
2251,J1926-1314,4.86428379983,-13:14:03.8,NaN,NaN
2252,J1926+1434,1.324921971384814,+14:34:55.3431,1.196140147207143,16.0
2253,J1926+1613,0.3083,+16:13,NaN,NaN
2254,J1926+1648,0.5798228149709086,+16:48:32.7858,3.2395462320193453,14.6
2255,J1926+1928,1.34601218493,+19:28:11.7,NaN,54.0
2256,J1926+2016,0.2990717782966,+20:16:01.13,0.30401895408181545,9.7
2257,J1927+0911,0.2903052561966228,+09:11:05.7,0.39871338240238097,3.0
2258,J1927+1852,0.482766273821,+18:52:08.5,1.0989537602465624,32.0
2259,J1927+1856,0.298313497249,+18:56:36.8,1.3705772520081847,9.0
2260,J1927+2234,1.431066414236,+22:34:57.3,NaN,40.0
2261,J1928+1245,NaN,+12:45:00,Nan,NaN
2262,J1928+1443,1.01073895346,+14:43:11.3,0.4236329688025298,41.6
2263,J1928+15,0.403,15:13,NaN,5.0
2264,J1928+1746,0.0687304058253,+17:46:29.62,0.6952564605641519,3.4
2265,J1928+1923,0.817329808312,+19:23:31.32,1.592361570969509,30.9
2266,J1929+00,1.1669,+00:26,NaN,NaN
2267,J1929+1357,0.8669266713902399,+13:57:35.9,5.482309008032739,11.5
2268,J1929+16,0.529681,+16:21,NaN,20.6
2269,J1929+1844,1.22047000453,+18:44:59.5,NaN,25.0
2270,J1929+19,0.3392154,+19:05,NaN,38.4
2271,J1929+1955,0.2578319398983,+19:55:07.91,1.0491145874462648,10.2
2272,J1929+2121,0.723598503258,+21:21:22.68,0.5731504872034227,15.0
2273,J1930+1316,0.76003196831,+13:16:11.1,0.44855255520267856,17.0
2274,J1930+14,0.42571,+14:00,0.09967834560059524,NaN
2275,J1930+17,1.6096903,+17:25,0.2990350368017857,68.6
2276,J1930-1852,0.18552016047926,-18:51:46.27,NaN,NaN
2277,J1930+1852,0.136855046957,+18:52:14.1,0.14951751840089286,15.0
2278,J1930+2441,NaN,+24:41:00,Nan,NaN
2279,J1931+1439,1.77922557495,+14:39:38.7,0.19935669120119048,64.2
2280,J1931+1536,0.314355396469,+15:36:57.5,0.8971051104053571,11.0
2281,J1931+1952,0.501123112694,+19:52:11.5,0.313986788641875,13.0
2282,J1931+30,0.582126,+30:35,NaN,NaN
2283,J1932-01,0.5937,-01:08,NaN,25.0
2284,J1932+1059,0.2265187466567967,+10:59:33.38,60.0,10.7
2285,J1932+1500,1.8643318674855427,+15:00:22.2,0.4734721416028274,50.7
2286,J1932+1756,NaN,+17:56:00,Nan,NaN
2287,J1932+1916,0.20821490387562397,+19:16:39,0.0,NaN
2288,J1932+2020,0.2682174029851208,+20:20:46.4182,2.990350368017857,5.0
2289,J1932+2220,0.14446976514442425,+22:20:51.4927,2.990350368017857,5.7
2290,J1932-3655,0.5714203197,-36:55:02.1,1.7443710480104166,5.1
2291,J1933+0758,0.437454407217,+07:58:07.01,NaN,6.8
2292,J1933+1304,0.928323751417,+13:04:49.97,1.04662262880625,29.0
